model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,n_samples,n_high_true_ge_1e4,mae_log10,rmse_log10,r2,pearson,spearman,median_abs_error_log10,p90_abs_error_log10,max_abs_error_log10,precision_at_1e4,recall_at_1e4,f1_at_1e4,threshold_enrichment_at_1e4,top100_true_ge_1e4_hit_rate,top100_enrichment,top100_mean_true_log10_cond,top100_median_true_log10_cond,tail_mae_true_ge_1e4,tail_rmse_true_ge_1e4,baseline_model_id,delta_mae_vs_baseline,delta_rmse_vs_baseline,delta_spearman_vs_baseline,delta_recall_at_1e4_vs_baseline,delta_top100_enrichment_vs_baseline,passes_screening_constraints,score_recall_at_1e4,score_top100_enrichment,score_spearman,score_tail_mae_inverse,score_global_mae_inverse,cej_screening_score,pareto_candidate,recommended_role
high_tail_step__ridge_alpha_10,high_tail_step,Scheme C: high_tail_step,,Ridge,10.0,6270,701,0.13466773512408042,0.17572285040165833,0.47174234162114226,0.6955816357847671,0.6491508194915462,0.10853124807800096,0.2782857728491531,0.8598507654908163,0.6463195691202872,0.5135520684736091,0.5723370429252782,5.780918257324109,0.95,8.497146932952925,-3.6273702313311302,-3.6991057637908638,0.15030573276503334,0.1875726302095808,baseline_unweighted__ridge_alpha_1,-0.0013851300655298993,-0.0008297190377395125,0.006741864816570575,0.05848787446504994,0.08944365192582104,True,0.4592592592592593,0.5,0.621634684517618,0.4946310943105518,0.7555632517380774,0.5516709036256328,False,not recommended
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,10.0,6270,701,0.1349799106451295,0.17562690520234595,0.4723190446447564,0.6954264364893916,0.6506726982067709,0.10993147541412807,0.27705136418184845,0.8597009596236562,0.644927536231884,0.5078459343794579,0.5682362330407023,5.768467406810147,0.95,8.497146932952925,-3.6237879388527774,-3.688246138944246,0.1535666789493877,0.19158594565643003,baseline_unweighted__ridge_alpha_1,-0.0010729545444808086,-0.0009256642370518986,0.008263743531795265,0.05278174037089872,0.08944365192582104,True,0.42962962962962964,0.5,0.6793925313640774,0.4261426168367321,0.7320375554242315,0.5420129395193675,False,not recommended
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,1.0,6270,701,0.1382148346789573,0.1810277326105412,0.43936585194403177,0.6854444149301362,0.6387359086227433,0.11088352069494478,0.28701956468057827,0.9267921277838109,0.62,0.5306704707560628,0.5718677940046117,5.545506419400856,0.96,8.586590584878744,-3.6271114780145464,-3.709965388637482,0.14340639954335083,0.18025354235875707,baseline_unweighted__ridge_alpha_1,0.0021619694893469654,0.004475163171143354,-0.003673046052232287,0.07560627674750359,0.1788873038516403,True,0.5481481481481483,0.7499999999999976,0.22637136894451798,0.6395353034645388,0.48825213572687537,0.5389794267046522,False,not recommended
recall_focused_near_threshold__ridge_alpha_0p1,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.1,6270,701,0.14045523825578055,0.1841787429701768,0.4196789388665725,0.680861459172805,0.6329384046642001,0.11251354324275242,0.29126649645361385,0.9215566839403193,0.6122112211221122,0.5292439372325249,0.5677123182861515,5.475840736712759,0.97,8.676034236804565,-3.6164197527675284,-3.6914473847488107,0.14106036801645638,0.17788358546770427,baseline_unweighted__ridge_alpha_1,0.004402373066170223,0.007626173530778962,-0.009470550010775458,0.07417974322396576,0.26833095577746136,True,0.5407407407407407,1.0,0.006346381158391434,0.6888081581204931,0.3194142525012088,0.5376878230101187,False,not recommended
recall_focused_near_threshold__ridge_alpha_0p01,recall_focused_near_threshold,Scheme F: recall_focused_near_threshold,,Ridge,0.01,6270,701,0.1404910937785437,0.18421739218450486,0.41943535694148504,0.6806964625689266,0.6327711819761845,0.1124640049020198,0.29134207992617644,0.9217269976201949,0.6101973684210527,0.5292439372325249,0.5668449197860962,5.457828102710414,0.97,8.676034236804565,-3.619741136368187,-3.702307009595429,0.14108655002393133,0.17793322156962385,baseline_unweighted__ridge_alpha_1,0.0044382285889333906,0.0076648227451070194,-0.00963777269879107,0.07417974322396576,0.26833095577746136,True,0.5407407407407407,1.0,0.0,0.6882582668534213,0.3167121631866279,0.5359307496911926,False,not recommended
aggressive_high_tail_step__ridge_alpha_1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,1.0,6270,701,0.13773890654195398,0.17975798626270034,0.44720295637627483,0.6850225839041064,0.6380543149869062,0.11066794403824565,0.28285487092317996,0.8917164635625867,0.6254180602006689,0.5335235378031383,0.5758275596612779,5.593967528471033,0.96,8.586590584878744,-3.6311810756000993,-3.718966632752272,0.1456568451793291,0.1840246379520631,baseline_unweighted__ridge_alpha_1,0.0016860413523436535,0.0032054168233024982,-0.004354639688069373,0.07845934379457914,0.1788873038516403,True,0.5629629629629628,0.7499999999999976,0.2005037485905612,0.5922700048266007,0.5241183073623946,0.5357997372872016,False,not recommended
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,1.0,6270,701,0.13729172242212193,0.17945987618953232,0.4490349497504522,0.6869848152076365,0.6405102597666703,0.11010182701451265,0.2846213589551149,0.8849052823545378,0.6247848537005164,0.5178316690442225,0.5663026521060842,5.588303898291352,0.96,8.586590584878744,-3.630002239833491,-3.709965388637482,0.1468294165158766,0.18403144445568795,baseline_unweighted__ridge_alpha_1,0.0012388572325116032,0.0029073067501344807,-0.0018986949083052984,0.06276747503566332,0.1788873038516403,True,0.4814814814814814,0.7499999999999976,0.2937109674273343,0.5676429116366277,0.5578183161401133,0.5354317480223478,False,not recommended
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,10.0,6270,701,0.13438867901543583,0.17553367033596814,0.4728791547758482,0.6960537159566977,0.6497904739842935,0.10868775783265994,0.2770193614369648,0.8649395706938536,0.6517690875232774,0.4992867332382311,0.5654281098546042,5.829660740044151,0.95,8.497146932952925,-3.6241854924716783,-3.688246138944246,0.1523453055793184,0.18891395538860714,baseline_unweighted__ridge_alpha_1,-0.0016641861741744923,-0.001018899103429699,0.007381519309317852,0.0442225392296719,0.08944365192582104,True,0.3851851851851852,0.5,0.6459106441306628,0.45179468154864183,0.7765930533203222,0.5347365853527735,False,not recommended
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,10.0,6270,701,0.13459715661012742,0.1752850978794403,0.47437100473538163,0.6957714758132412,0.65044280224826,0.1093443606549287,0.2765623904926656,0.8589207646670118,0.6548507462686567,0.5007132667617689,0.5675020210185933,5.8572242212617365,0.95,8.497146932952925,-3.62511629102732,-3.688246138944246,0.15502700184332102,0.19246404229202102,baseline_unweighted__ridge_alpha_1,-0.001455708579482906,-0.0012674715599575448,0.008033847573284403,0.045649072753209674,0.08944365192582104,True,0.39259259259259244,0.5,0.6706675945938501,0.395471981391867,0.7608820822471482,0.5307347766127704,False,not recommended
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.1,6270,701,0.13855439961705493,0.18138825177187928,0.4371306075241823,0.6840423138027325,0.6373120450168712,0.11064610483087156,0.28723971886047295,0.9235332137150918,0.6189683860232945,0.5306704707560628,0.5714285714285715,5.5362792872554305,0.96,8.586590584878744,-3.6271114780145464,-3.709965388637482,0.14362993867387192,0.18068147311176008,baseline_unweighted__ridge_alpha_1,0.002501534427444607,0.004835682332481439,-0.005096909658104387,0.07560627674750359,0.1788873038516403,True,0.5481481481481483,0.7499999999999976,0.17233335970271954,0.6348403916691017,0.4626623598672276,0.5236291217080298,False,not recommended
smooth_sigmoid_tail_a6_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.2,Ridge,0.01,6270,701,0.13859112609494315,0.18142745688761439,0.43688726492320185,0.6838906386559036,0.6371586865991173,0.11077611742540716,0.2873899582221837,0.9231967785341864,0.6189683860232945,0.5306704707560628,0.5714285714285715,5.5362792872554305,0.96,8.586590584878744,-3.6271114780145455,-3.709965388637482,0.1436539233556156,0.18072751934506215,baseline_unweighted__ridge_alpha_1,0.002538260905332823,0.004874887448216542,-0.0052502680758582665,0.07560627674750359,0.1788873038516403,True,0.5481481481481483,0.7499999999999976,0.16651315082757528,0.6343366500424532,0.45989463495858723,0.5219743599527076,False,not recommended
aggressive_high_tail_step__ridge_alpha_0p1,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.1,6270,701,0.13809778842771725,0.1801454682347779,0.444817195898483,0.6836358790616096,0.6366305825822658,0.11078133295950354,0.28353614960518403,0.8983423265769317,0.6181818181818182,0.5335235378031383,0.5727411944869831,5.529243937232525,0.96,8.586590584878744,-3.631181075600099,-3.718966632752272,0.14587767556203815,0.1844418587315366,baseline_unweighted__ridge_alpha_1,0.002044923238106927,0.0035928987953800506,-0.005778372092709816,0.07845934379457914,0.1788873038516403,True,0.5629629629629628,0.7499999999999976,0.1464707186553056,0.5876319838852342,0.4970727971038263,0.5202406016201603,False,not recommended
aggressive_high_tail_step__ridge_alpha_0p01,aggressive_high_tail_step,Scheme D: aggressive_high_tail_step,,Ridge,0.01,6270,701,0.13813750369832264,0.18018747693390222,0.44455823599313327,0.6834860487007586,0.6364710319532101,0.11086426589761222,0.28339667888631637,0.899051079340087,0.6181818181818182,0.5335235378031383,0.5727411944869831,5.529243937232525,0.96,8.586590584878744,-3.631181075600099,-3.718966632752272,0.14590330038672256,0.18448665069555564,baseline_unweighted__ridge_alpha_1,0.002084638508712322,0.0036349074945043747,-0.005937922721765521,0.07845934379457914,0.1788873038516403,True,0.5629629629629628,0.7499999999999976,0.14041550498744435,0.587093794927505,0.49407983534902616,0.5184998862797086,False,not recommended
smooth_sigmoid_tail_a1_t0p2__ridge_alpha_10,smooth_sigmoid_tail_a1_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.2,Ridge,10.0,6270,701,0.13403389663635523,0.17467287790351016,0.47803633164239945,0.6964133285475227,0.6503466639250602,0.10869576870342934,0.27638872132022047,0.8674002659603697,0.6653620352250489,0.48502139800285304,0.561056105610561,5.951241028332463,0.95,8.497146932952925,-3.6233724430749032,-3.688246138944246,0.15857365124529021,0.1954693103443834,baseline_unweighted__ridge_alpha_1,-0.0020189685532550905,-0.0018796915358876842,0.007937709250084635,0.029957203994293857,0.08944365192582104,True,0.31111111111111106,0.5,0.6670189841678689,0.3209829822051488,0.8033296227979827,0.5048284653618212,False,not recommended
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.1,6270,701,0.14218088658541048,0.1858678502392105,0.40898585521215236,0.6774760094116116,0.6346234709114899,0.11373908099688945,0.294557542375124,0.9048730578970439,0.5738396624472574,0.5820256776034237,0.5779036827195467,5.132631502916268,0.95,8.497146932952925,-3.6313922576530877,-3.714466010694877,0.13556398489616647,0.17416472889824747,baseline_unweighted__ridge_alpha_1,0.006128021395800154,0.00931528079981267,-0.0077854837634857565,0.12696148359486453,0.08944365192582104,True,0.8148148148148151,0.5,0.07029746823481949,0.8042467119143488,0.1893685704729082,0.49180548970875626,False,not recommended
smooth_sigmoid_tail_a6_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a6_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=6; temperature=0.1,Ridge,0.01,6270,701,0.14222642479588862,0.185917551967542,0.4086697343570437,0.6772974039760903,0.6344547975127129,0.11383053396901666,0.29443855552774245,0.9047108916631661,0.5732394366197183,0.5805991440798859,0.5768958185683912,5.127262863916739,0.95,8.497146932952925,-3.6313922576530877,-3.714466010694877,0.13560479684529314,0.17423152067182363,baseline_unweighted__ridge_alpha_1,0.0061735596062783005,0.009364982528144161,-0.007954157162262665,0.1255349500713267,0.08944365192582104,True,0.8074074074074076,0.5,0.06389603017266084,0.8033895532553573,0.18593678918914636,0.4880300092530596,False,not recommended
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,1.0,6270,701,0.13766513432285002,0.17921940360887934,0.4505105243692633,0.6865845857163206,0.6420658765986844,0.11096863112157407,0.28203796595334835,0.8660198116651592,0.6203389830508474,0.5221112696148359,0.5670023237800155,5.548538407601732,0.95,8.497146932952925,-3.6320811718613397,-3.714466010694877,0.14815183714468136,0.18676686687303468,baseline_unweighted__ridge_alpha_1,0.0016122691332396966,0.002666834169481491,-0.00034307807629119225,0.06704707560627671,0.08944365192582104,True,0.5037037037037035,0.5,0.35274923232742506,0.5398685877666553,0.5296778170164692,0.4819077331088796,False,not recommended
high_tail_step__ridge_alpha_1,high_tail_step,Scheme C: high_tail_step,,Ridge,1.0,6270,701,0.1366449816220097,0.17792178262857272,0.4584387703992284,0.6880295564283624,0.641416882525572,0.11055984200601321,0.2803081959821261,0.9008467230097477,0.6330434782608696,0.5192582025677603,0.5705329153605015,5.662172052347579,0.95,8.497146932952925,-3.633620987053332,-3.718966632752272,0.15113240726499472,0.18972682708967786,baseline_unweighted__ridge_alpha_1,0.00059211643239937,0.0013692131891748782,-0.0009920721494035556,0.06419400855920115,0.08944365192582104,True,0.48888888888888893,0.5,0.32811881999292475,0.47726874771911426,0.6065570116216897,0.4754198501219278,False,not recommended
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p1,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.1,6270,701,0.13803279828821047,0.17964237917267709,0.4479137643764727,0.6852111639349455,0.640689092765681,0.1116434815482914,0.2824951190671075,0.8746262115239012,0.6209813874788495,0.5235378031383737,0.5681114551083591,5.554284307407113,0.95,8.497146932952925,-3.6320811718613397,-3.714466010694877,0.1483897983046538,0.18719663892169885,baseline_unweighted__ridge_alpha_1,0.001979933098600145,0.003089809733279242,-0.0017198619092946288,0.06847360912981454,0.08944365192582104,True,0.5111111111111111,0.5,0.3004979793387443,0.5348707752843119,0.5019704850464712,0.4684035626951441,False,not recommended
smooth_sigmoid_tail_a2_t0p1__ridge_alpha_0p01,smooth_sigmoid_tail_a2_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.1,Ridge,0.01,6270,701,0.1380726385778648,0.17968812299748602,0.4476325640100135,0.6850628769521311,0.6405382983705125,0.1117180559741282,0.28265388827562865,0.87555143914182,0.6209813874788495,0.5235378031383737,0.5681114551083591,5.554284307407113,0.95,8.497146932952925,-3.63208117186134,-3.714466010694877,0.14841663214652914,0.1872429909012954,baseline_unweighted__ridge_alpha_1,0.0020197733882544866,0.003135553558088172,-0.0018706563044631475,0.06847360912981454,0.08944365192582104,True,0.5111111111111111,0.5,0.29477507941622194,0.5343071937742478,0.49896810179645235,0.4667240879966272,False,not recommended
high_tail_step__ridge_alpha_0p1,high_tail_step,Scheme C: high_tail_step,,Ridge,0.1,6270,701,0.13699662733806253,0.17831026729941393,0.4560712365334135,0.6867131414620503,0.6400451469216286,0.11097082434335448,0.28009226416359445,0.9080832573101985,0.6321243523316062,0.5221112696148359,0.5718749999999999,5.653951054378275,0.95,8.497146932952925,-3.633620987053332,-3.718966632752272,0.1513172634242936,0.19010134169031825,baseline_unweighted__ridge_alpha_1,0.0009437621484522096,0.0017576978600160886,-0.0023638077533469914,0.06704707560627671,0.08944365192582104,True,0.5037037037037035,0.5,0.27605915575437,0.4733862804270189,0.5800568225673947,0.46415422252596195,False,not recommended
high_tail_step__ridge_alpha_0p01,high_tail_step,Scheme C: high_tail_step,,Ridge,0.01,6270,701,0.1370347507953258,0.1783522627918734,0.45581499502179423,0.6865711209091544,0.6398793012380051,0.11103428119358272,0.2799793406159457,0.9088567589699972,0.6321243523316062,0.5221112696148359,0.5718749999999999,5.653951054378275,0.95,8.497146932952925,-3.633620987053332,-3.718966632752272,0.1513373828021978,0.19014170039075476,baseline_unweighted__ridge_alpha_1,0.0009818856057154657,0.0017996933524755676,-0.002529653436970536,0.06704707560627671,0.08944365192582104,True,0.5037037037037035,0.5,0.2697650342195532,0.47296372038386647,0.5771838206260662,0.4624010639213264,False,not recommended
smooth_sigmoid_tail_a4_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a4_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.05,Ridge,1.0,6270,701,0.14152870421960306,0.18411517614453185,0.4200794498182203,0.6797724531207057,0.6388087714336418,0.11318051731210321,0.2908874848004145,0.8852819021831246,0.5714285714285714,0.5820256776034237,0.576678445229682,5.111065824332586,0.94,8.407703281027104,-3.6497343473863157,-3.7270373353220783,0.13795785781096978,0.17838852554622928,baseline_unweighted__ridge_alpha_1,0.005475839029992741,0.007562606705134006,-0.003600183241333821,0.12696148359486453,0.0,True,0.8148148148148151,0.24999999999999753,0.22913663468519485,0.7539690618300512,0.23851734494333818,0.4609039916567505,False,not recommended
smooth_sigmoid_tail_a1_t0p05__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p05,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.05,Ridge,1.0,6270,701,0.13706002161970787,0.17805188395609028,0.45764647173606965,0.6878300869844534,0.6430974181192729,0.11099865551920773,0.2824484988974777,0.9009075493816776,0.6368515205724508,0.5078459343794579,0.5650793650793651,5.696232573451165,0.95,8.497146932952925,-3.631047075904005,-3.709965388637482,0.1543651786149856,0.19367076778022768,baseline_unweighted__ridge_alpha_1,0.00100715643009755,0.0014993145166924404,0.0006884634442972937,0.05278174037089872,0.08944365192582104,True,0.42962962962962964,0.5,0.3918979611754511,0.4093720161372963,0.5752793992351272,0.45848471194836116,False,not recommended
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p1,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.1,6270,701,0.13763439871756664,0.1798298747685169,0.44676072067215555,0.6856262869882215,0.639110240146859,0.11065129874050017,0.28529906533236205,0.8823081855994399,0.6215753424657534,0.5178316690442225,0.5649805447470817,5.5595968577179375,0.95,8.497146932952925,-3.633934071593409,-3.714466010694877,0.14703070488556141,0.18443317363070913,baseline_unweighted__ridge_alpha_1,0.0015815335279563136,0.0032773053291190457,-0.0032987145281165864,0.06276747503566332,0.08944365192582104,True,0.4814814814814814,0.5,0.24057787740237777,0.5634153245519211,0.5319940669052791,0.45779735456942594,False,not recommended
smooth_sigmoid_tail_a4_t0p2__ridge_alpha_0p01,smooth_sigmoid_tail_a4_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=4; temperature=0.2,Ridge,0.01,6270,701,0.1376716335933286,0.17986999557780287,0.44651383306573955,0.6854795228333654,0.6389659781612137,0.11064439854501229,0.28518220574854874,0.8820414203622793,0.6215753424657534,0.5178316690442225,0.5649805447470817,5.5595968577179375,0.95,8.497146932952925,-3.6339340715934094,-3.714466010694877,0.1470524971340518,0.1844764643441797,baseline_unweighted__ridge_alpha_1,0.0016187684037182737,0.003317426138405022,-0.0034429765137619084,0.06276747503566332,0.08944365192582104,True,0.4814814814814814,0.5,0.2351028933650076,0.5629576298107448,0.5291880288901397,0.45621279784850455,False,not recommended
smooth_sigmoid_tail_a1_t0p1__ridge_alpha_1,smooth_sigmoid_tail_a1_t0p1,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=1; temperature=0.1,Ridge,1.0,6270,701,0.13664306485866645,0.17761973718532095,0.4602759513597523,0.6882282127310121,0.6429150504763202,0.1107391821408279,0.2803911481377232,0.8970721461096867,0.6458715596330276,0.5021398002853067,0.565008025682183,5.776911096860318,0.95,8.497146932952925,-3.6310470759040046,-3.709965388637482,0.15580826634594702,0.19440163543814862,baseline_unweighted__ridge_alpha_1,0.0005901996690561295,0.0010671677459231088,0.0005060958013446415,0.047075606276747506,0.08944365192582104,True,0.4,0.5,0.38497680360485326,0.37906336460882434,0.6067014598223912,0.449860084385653,False,not recommended
smooth_sigmoid_tail_a2_t0p2__ridge_alpha_1,smooth_sigmoid_tail_a2_t0p2,Scheme E: smooth_sigmoid_tail,threshold=-4; alpha=2; temperature=0.2,Ridge,1.0,6270,701,0.136351809421132,0.17768784300719836,0.4598619726235861,0.6885378221075497,0.642291604617809,0.11004270698203067,0.2804425945159248,0.8920718430876287,0.6420664206642066,0.4964336661911555,0.5599356395816573,5.742876544314658,0.95,8.497146932952925,-3.631711687228943,-3.714466010694877,0.15318181510873963,0.1908970330462088,baseline_unweighted__ridge_alpha_1,0.00029894423152168614,0.001135273567800521,-0.00011735005716662084,0.04136947218259629,0.08944365192582104,True,0.37037037037037035,0.5,0.3613159888153932,0.43422577337797735,0.6286506086543207,0.44928724766051586,False,not recommended
